Guid,AccountId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsEscalated,Comments
77c99a95-6f16-475b-b149-2d74a293ddc3,5072ef92-6fcd-4355-af48-36ed83d1667c,#N/A,#N/A,#N/A,#N/A,Question,Closed,New problem,#N/A,Updated installation guide for Inventory Management Suite,Medium,EMEA Case,false,#N/A
4ef33392-8a29-4949-ae61-4248117d7393,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
485b8f82-ea59-4f32-984a-cf65c8962642,ce27869a-03a8-4dc9-90f5-441d03e7d97e,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Emergency shut-off button isn't red,Medium,Is it possible to change the color of the emergency shut-off button?  It really needs to be red.,false,#N/A
b7c835a6-b1a6-417d-9b20-6c09a8ebc3af,bdf830b1-f7d4-4b49-8b9d-5237f5acc9d6,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
58d1e644-f020-41f9-94eb-ea81046e3c78,1bbbd83a-fd4e-4225-b2ec-428d01092afe,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
7fec64ee-cc19-4d8e-a87e-547ba7e5179d,48fbd67f-9f0b-4da3-a117-56a414e3e5fe,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
a2070d30-2240-4efa-b9a3-2eb9b635e0e2,df4db55a-57b8-4afc-a7b4-2358d7456367,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
bf2168e3-612f-4a51-98a9-c9871d6f153c,f7276ccc-ae0b-4bab-91af-6b353999b47d,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
3d237b3d-7d9f-40c0-91d0-246513093244,652246af-0cee-4ef7-b9f0-5a54d48a66c4,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
0eb1bb2b-2f39-4fe8-a9c1-eae7818fc8a3,f26b90b0-0e0b-4759-b078-dd34ef69e2fc,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
d4c9783c-6df7-4f0d-a551-ef09cc825fc0,b235ed90-f192-4087-a777-490f1966d422,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
b718fe4d-3920-4b1d-a7e9-34bbbf404d2d,222383ca-245c-4e2d-8409-ccedefcc63ff,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
2eb82a0b-7566-4b1c-beea-db8d6e70acfa,1f8e85eb-d58d-48a5-b934-b013131ffe53,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
988276f0-a2a1-4105-a3d1-23fabbe42ecf,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
88ec0e21-46e2-4669-bfba-922c647895fb,d6734588-54f8-4395-821d-3f6669d8332f,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
376e8262-0da3-4bad-bfe8-9432da80ef0c,a49920b1-d25e-499b-8d5b-dce2a9d90838,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
cd31addb-6f79-4560-8e42-122ab4ae9b76,0255c937-e703-4505-b7a9-8c9747e8b113,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
63b776ab-be81-4c7c-8a45-9d34b5edad04,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
dc7949d6-3dfd-4570-934f-0ce9af8a2437,0ba3146b-df2e-499e-a5c7-428305fca5a0,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
ea8c4669-4b00-4e41-8193-4fdf0bc176e1,7d61a834-587a-449b-ac0a-71b5202e130f,#N/A,#N/A,#N/A,#N/A,Problem,Closed,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
621e4c33-a67e-437b-9b9e-4eb4c67f9e57,c8b97cf7-39e0-42c0-a414-f6ee777103bf,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
75117c2a-e805-462a-a394-625e2cc655d6,f39f8b05-c635-4a0d-907c-14f8ba6a298c,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,#N/A,#N/A,Product update,Medium,#N/A,false,#N/A
bc4fe3ee-68c9-4f55-9c4b-2e25944617ab,9f48e195-10cf-46c5-a116-3598874d495b,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,User didn't attend training,#N/A,Use button with approval process,Medium,EMEA Case,false,#N/A
38f56b31-ccdc-4beb-85ed-32b8c70c262a,380d9c79-d077-4b94-96b5-d6df17fc4c5a,#N/A,#N/A,#N/A,#N/A,Question,Approved,Instructions not clear,#N/A,Can we add multiple users at once?,Medium,EMEA Case,false,#N/A
cde7baf3-c342-4e85-90bf-05bdb0d674c7,fb580e84-4368-419c-9ecb-3f3330c5b7b2,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
4fb82621-bc38-4542-88f4-d919953a6c16,9a7174e1-7076-4faa-a3e8-fa545ac5de65,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
1ce82996-d331-4217-ab72-a72c28be6fbd,5072ef92-6fcd-4355-af48-36ed83d1667c,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
f2fc2656-2060-43de-b7a4-366bda7f261e,fb5522c5-87e1-46ea-b43b-8fd75733ce15,#N/A,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
aa64ff36-85dc-40d1-af71-78c04a98d91d,73a11015-4b91-4e38-8a95-f4e39357b76d,#N/A,#N/A,#N/A,#N/A,Problem,Rejected,#N/A,#N/A,License Expired,Medium,#N/A,false,#N/A
76d15f74-da05-4abc-8e2b-c9cc8c842b99,1d517951-1275-4586-b550-b766c77902b3,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
c84787c5-244b-475c-949d-389de41a8e07,9a7174e1-7076-4faa-a3e8-fa545ac5de65,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
a8667594-cdd1-40fb-b05e-246a18c81487,c35c923f-d9ca-4b84-baf1-0cae0247ead5,#N/A,#N/A,#N/A,#N/A,Question,Closed,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
cbde7d2f-960a-4803-8933-b74f78079105,d22b9522-e924-415f-bb5b-41a7088617ba,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,User didn't attend training,#N/A,Use button with approval process,Medium,#N/A,false,#N/A
18691ff7-d372-4a40-8208-f89d5bc0b400,9936e5e6-14a3-4dbf-87b4-a054504fbf61,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
6fa7ece5-f04b-44a5-a67c-0ae4b2d0405f,175d987e-c994-4755-ade1-843834b6ed5d,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
62bdf9ab-19b1-43e6-ae88-be418b34abd8,6aadbb54-a0c9-4223-8fe0-b7ae8297d947,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
f62d4847-30c3-4846-8ac2-35b80aedc5be,02fbb698-e655-4f56-8006-d0a1c122ed05,#N/A,#N/A,#N/A,#N/A,Problem,Approved,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
344ff13b-5b4b-4060-95e4-8f69766c9024,9b45b43a-fdc7-47ef-9570-0a632e642c2a,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
3b36d02e-1d1c-48e9-981a-cdf330e1a6c9,ff1881c3-8a96-4c0c-b599-d070f4e4cfc4,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
8069489c-c30f-41b3-b3f5-34c7ad6c255e,43363fd6-e1f0-43d3-b4cf-cb13cc97cddd,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
c95db237-d837-4a09-9c78-34d483873bd2,cc08c154-76c4-4769-be40-aaf165e440b3,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
1cd0427a-3983-4554-99c9-bfc5f153d484,c8b97cf7-39e0-42c0-a414-f6ee777103bf,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
b73ca300-4c69-48b6-aeb9-e10cb29fdcb5,e70f5604-e247-45c4-9db7-014c11a41d0a,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
6ac31bb5-d8a9-4051-a647-7d86b34a5650,4a475c85-1ac9-4a45-91c8-41a5ab06c663,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
aac42869-dc0b-480e-8df4-cd6dca068db3,1d517951-1275-4586-b550-b766c77902b3,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
6ae4a148-3391-48dd-a1ff-2bff14ecb6e3,d42605d3-8c54-4c1e-bd62-0cdca8e6b5e8,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
70503551-6255-43ab-bf72-207d66fce4b0,8d6761e7-7b1c-4870-9003-a3a781797b57,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
23921e1d-951c-40e4-b066-84bd95b119f5,a25e7c5a-d566-4bcc-b900-1523563c50dd,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
1534ead6-b1e9-4f51-b54e-7729b8385e45,175d987e-c994-4755-ade1-843834b6ed5d,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
f0dd9bce-9b6e-4160-9a3f-ec42f20e8fd7,99b94241-300a-4332-8571-761e04bb049a,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
f5c7ef64-ff30-4351-9a99-11dffbe53dad,4e45048b-93f7-4da8-8d56-79e6609f2b34,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
17a98ff2-0fc5-415a-9413-0d4a702b518e,9f6814d7-8a04-4d8f-856d-3975f8f0cb00,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
98490b3c-ef41-497c-82b3-0217b2bb079d,f0522c69-0b13-4310-b6fd-142c6f0a1e55,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
840d9341-dfce-4e28-87ec-abbf2f05515c,14082410-8bcd-427d-a1bf-d84384b0e013,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,Complex functionality,#N/A,Query error when querying for Attachment,Medium,#N/A,false,#N/A
879e48f9-793b-4304-946e-0389cb9d20c1,8fceeffe-2bdc-494e-b793-1ba8eea80e09,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
d2fa354f-5fc8-419f-a831-cfd7ac43b694,29d0a2fe-3b92-4fba-b34d-b3d266eb365c,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
7c76b9a8-3c4d-4e60-8e87-37d30c66778a,6c62d661-c3fa-43a3-93a4-7850a466205a,#N/A,#N/A,#N/A,#N/A,Question,Approved,#N/A,#N/A,2018 Product Review,Medium,#N/A,false,#N/A
c96e5789-9d9d-43ee-8faa-3b0fcc983ce1,1e05b318-1f15-4c70-a33e-d32f47b5ee72,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
2da31a74-4db1-46ea-a2cb-1cebe68a6529,bb30fe42-4973-4beb-96d3-3e0ab265fa51,#N/A,#N/A,#N/A,#N/A,Question,Approved,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
74aec58e-e03e-42ae-a4b8-c6df99b1bab1,4daa6ee9-e671-4e3a-8a63-182797bea466,#N/A,#N/A,#N/A,#N/A,Problem,Escalated,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
f16b707b-70f0-469e-9973-2a0f5ddd4315,cc08c154-76c4-4769-be40-aaf165e440b3,#N/A,#N/A,#N/A,#N/A,Feature Request,New,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
db31c5f2-0c95-48f5-9ae6-1088ff3b1875,48fbd67f-9f0b-4da3-a117-56a414e3e5fe,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
dbb1a1b4-130f-48d5-b824-3987fcf082ec,8313a611-528f-4b17-91ee-a39a66338c7d,#N/A,#N/A,#N/A,#N/A,Problem,On Hold,New problem,#N/A,Newest update cause an error,High,When I upgraded to the newest version some of my integrations broke,false,#N/A
7e837ce9-d1f6-4db4-9c33-1a8de5851ee7,1f8e85eb-d58d-48a5-b934-b013131ffe53,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
3056f2a6-cd5a-4b48-81b3-9a902fb2f3e5,43ca5b3d-f8d8-4e40-9b1d-5d415a5d4391,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
72c73fc9-3c8a-43cb-9799-625bfc064c70,9fec2ae2-884c-41ed-b781-466550bbd0b1,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
ad383445-3574-4473-b411-3277589f4fed,ca97a34f-811b-4b74-8a60-96bb8c67f0ce,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
2fccad21-42be-430e-a226-add69dea1305,05d375ec-96c3-40f9-98b3-4744bd4132cf,#N/A,#N/A,#N/A,#N/A,Feature Request,Closed,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
954559f8-2625-4447-9827-c55f80343b4f,380d9c79-d077-4b94-96b5-d6df17fc4c5a,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
d34416d5-27b9-47ad-8ff8-597fca725864,8cc6be39-02de-4554-9f76-cb3a8966759a,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,Instructions not clear,#N/A,How do we restrict access?,Medium,I'd like to block access to company analytics for certain users of the Inventory Management Suite.,false,#N/A
e3166a3d-79bb-4975-9da8-78e5b0e9ed01,62eb4532-8ff6-4a00-9d2f-5d1f8e132d4d,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,New problem,#N/A,Waterproof Widgets don’t float,Low,After we received your new waterproof widgets we noticed they didn't float. What gives?,false,#N/A
ddbf6c9e-d0fa-4897-8fc1-160b080f921a,8c7bc21e-ce30-487f-9c9c-e05f8dc109dd,#N/A,#N/A,#N/A,#N/A,Feature Request,Approved,Complex Functionallity,#N/A,Third Party Integrations,Medium,My company makes and app. Can we integrate it with your products?,false,#N/A
33375b60-ad01-4c0b-8c80-b495cb587614,11d346f5-d91c-438b-a9d8-dd1efc12a83d,#N/A,#N/A,#N/A,#N/A,Feature Request,New,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
6e066f5c-ef73-4296-9c3a-11151bf853b7,bd9c1c3f-936c-42cb-9924-50711e7a8e70,#N/A,#N/A,#N/A,#N/A,Question,Pending Approval,User didn't attend training,#N/A,Can I delete all my profiles?,Medium,I was wondering if It is possible to o delete my profiles and start from scratch?,false,#N/A
6f50fae7-6009-4567-aef8-ca4f4777efd2,d2083238-d351-4596-a0b2-1ae5e0e8e412,#N/A,#N/A,#N/A,#N/A,Feature Request,Escalated,New problem,#N/A,Widgets aren't waterproof,Low,Is it possible to make our widgets waterproof?,false,#N/A
cf397520-f97f-4249-a221-28ae8b014c9d,1f8e85eb-d58d-48a5-b934-b013131ffe53,#N/A,#N/A,#N/A,#N/A,Feature Request,On Hold,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
f4a68e7e-fba5-4043-a96d-65f49d5d51e4,d3fc4341-4532-4c56-b798-8c7f1eef00d0,#N/A,#N/A,#N/A,#N/A,Feature Request,Rejected,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
8a83944d-583a-47ff-a856-7ad89185905d,0ba3146b-df2e-499e-a5c7-428305fca5a0,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Login credentials,Medium,I have forgotten my login. Please send me new credentials.,false,#N/A
62bdde09-bcda-4a36-8cb5-dcdf3f45a55f,94109c96-c38a-4c09-aac4-d3fb8778b335,#N/A,#N/A,#N/A,#N/A,Feature Request,Pending Approval,Instructions not clear,#N/A,Trouble using the xyz widget,High,I'm having trouble using the xyz widget....,false,#N/A
